"60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121"
"60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121"
"60, 120, 216","60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 0, 255","255, 0, 255","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121","166, 77, 121"
"60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121"
"60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121"
"60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121"
"60, 120, 216","60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","255, 255, 0","255, 255, 0","255, 255, 0","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","0, 255, 255","0, 255, 255","0, 255, 255","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","60, 120, 216","166, 77, 121","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","255, 153, 0","255, 153, 0","255, 153, 0","60, 120, 216","60, 120, 216","166, 77, 121","166, 77, 121","255, 153, 0","255, 153, 0","255, 153, 0","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
"60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","60, 120, 216","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121","166, 77, 121"
