"0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","0, 0, 255","0, 255, 255","0, 255, 255","230, 145, 56","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","230, 145, 56"
"0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255"
"0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255"
"0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255"
"0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","0, 0, 255","0, 255, 255","0, 255, 255","230, 145, 56","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","230, 145, 56"
"0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56"
"0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255"
"230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 255","0, 0, 255"
"230, 145, 56","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","230, 145, 56","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","0, 0, 255"
"0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","0, 0, 255"
"0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","0, 0, 255"
"0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","0, 0, 255"
"230, 145, 56","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","230, 145, 56","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 0","255, 255, 0","0, 0, 255"
"230, 145, 56","230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","230, 145, 56","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 0, 255","0, 0, 255"
"230, 145, 56","230, 145, 56","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","230, 145, 56","230, 145, 56","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 255, 255","0, 255, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255","0, 0, 255"
