"103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","0, 255, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"0, 255, 255","0, 255, 255","0, 255, 255","0, 255, 255","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","103, 78, 167","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
