"153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","153, 0, 255","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","153, 0, 255","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","153, 0, 255","153, 0, 255","153, 0, 255"
"153, 0, 255","153, 0, 255","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","153, 0, 255","153, 0, 255"
"153, 0, 255","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","153, 0, 255"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29","56, 118, 29"
"56, 118, 29","56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29","56, 118, 29"
"56, 118, 29","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","56, 118, 29"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0","255, 255, 0"
"255, 255, 0","255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0","255, 255, 0"
"255, 255, 0","255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0","255, 255, 0"
"255, 255, 0","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 0"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255","255, 0, 255"
"255, 0, 255","255, 0, 255","255, 0, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 255, 255","255, 0, 255","255, 0, 255","255, 0, 255"
