"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","194, 123, 160","194, 123, 160","194, 123, 160","194, 123, 160"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107","246, 178, 107"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142"
"69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142","69, 129, 142"
